"Time stamp","EGADE Campus Santa Fe  - Total  (kW)"
"2018-09-07 14:30","170.16"
"2018-09-07 14:45","175.5"
"2018-09-07 15:00","166.42"
"2018-09-07 15:15","167.0"
"2018-09-07 15:30","169.16"
"2018-09-07 15:45","165.75"
"2018-09-07 16:00","166.68"
"2018-09-07 16:15","161.23"
"2018-09-07 16:30","164.22"
"2018-09-07 16:45","162.24"
"2018-09-07 17:00","157.3"
"2018-09-07 17:15","159.6"
"2018-09-07 17:30","163.21"
"2018-09-07 17:45","155.82"
"2018-09-07 18:00","152.5"
"2018-09-07 18:15","158.29"
"2018-09-07 18:30","158.46"
"2018-09-07 18:45","154.82"
"2018-09-07 19:00","154.75"
"2018-09-07 19:15","155.63"
"2018-09-07 19:30","142.73"
"2018-09-07 19:45","142.81"
"2018-09-07 20:00","138.02"
"2018-09-07 20:15","138.13"
"2018-09-07 20:30","130.96"
"2018-09-07 20:45","120.58"
"2018-09-07 21:00","117.96"
"2018-09-07 21:15","111.77"
"2018-09-07 21:30","113.16"
"2018-09-07 21:45","108.89"
"2018-09-07 22:00","94.89"
"2018-09-07 22:15","72.58"
"2018-09-07 22:30","64.66"
"2018-09-07 22:45","59.4"
"2018-09-07 23:00","56.12"
"2018-09-07 23:15","53.63"
"2018-09-07 23:30","53.48"
"2018-09-07 23:45","52.38"
"2018-09-08 00:00","57.35"
"2018-09-08 00:15","55.68"
"2018-09-08 00:30","55.26"
"2018-09-08 00:45","56.11"
"2018-09-08 01:00","57.15"
"2018-09-08 01:15","59.21"
"2018-09-08 01:30","54.53"
"2018-09-08 01:45","56.18"
"2018-09-08 02:00","56.25"
"2018-09-08 02:15","55.21"
"2018-09-08 02:30","54.97"
"2018-09-08 02:45","56.74"
"2018-09-08 03:00","55.67"
"2018-09-08 03:15","56.28"
"2018-09-08 03:30","55.21"
"2018-09-08 03:45","57.05"
"2018-09-08 04:00","57.15"
"2018-09-08 04:15","55.38"
"2018-09-08 04:30","57.0"
"2018-09-08 04:45","65.54"
"2018-09-08 05:00","108.18"
"2018-09-08 05:15","114.91"
"2018-09-08 05:30","114.84"
"2018-09-08 05:45","116.69"
"2018-09-08 06:00","114.03"
"2018-09-08 06:15","120.21"
"2018-09-08 06:30","125.27"
"2018-09-08 06:45","126.21"
"2018-09-08 07:00","125.33"
"2018-09-08 07:15","124.73"
"2018-09-08 07:30","121.3"
"2018-09-08 07:45","124.97"
"2018-09-08 08:00","129.5"
"2018-09-08 08:15","131.38"
"2018-09-08 08:30","131.13"
"2018-09-08 08:45","135.78"
"2018-09-08 09:00","143.14"
"2018-09-08 09:15","143.59"
"2018-09-08 09:30","143.14"
"2018-09-08 09:45","142.34"
"2018-09-08 10:00","137.61"
"2018-09-08 10:15","136.58"
"2018-09-08 10:30","138.14"
"2018-09-08 10:45","142.27"
"2018-09-08 11:00","141.75"
"2018-09-08 11:15","150.53"
"2018-09-08 11:30","134.57"
"2018-09-08 11:45","142.5"
"2018-09-08 12:00","143.8"
"2018-09-08 12:15","143.45"
"2018-09-08 12:30","138.39"
"2018-09-08 12:45","135.17"
"2018-09-08 13:00","129.81"
"2018-09-08 13:15","122.7"
"2018-09-08 13:30","118.79"
"2018-09-08 13:45","112.56"
"2018-09-08 14:00","113.16"
"2018-09-08 14:15","109.35"
"2018-09-08 14:30","112.04"
"2018-09-08 14:45","112.62"
"2018-09-08 15:00","109.57"
"2018-09-08 15:15","111.5"
"2018-09-08 15:30","112.07"
"2018-09-08 15:45","109.54"
"2018-09-08 16:00","105.57"
"2018-09-08 16:15","91.44"
"2018-09-08 16:30","95.57"
"2018-09-08 16:45","87.17"
"2018-09-08 17:00","88.07"
"2018-09-08 17:15","85.25"
"2018-09-08 17:30","83.35"
"2018-09-08 17:45","80.76"
"2018-09-08 18:00","80.93"
"2018-09-08 18:15","78.32"
"2018-09-08 18:30","85.63"
"2018-09-08 18:45","81.8"
"2018-09-08 19:00","80.05"
"2018-09-08 19:15","78.81"
"2018-09-08 19:30","79.08"
"2018-09-08 19:45","76.36"
"2018-09-08 20:00","76.27"
"2018-09-08 20:15","63.09"
"2018-09-08 20:30","51.18"
"2018-09-08 20:45","49.73"
"2018-09-08 21:00","46.83"
"2018-09-08 21:15","43.29"
"2018-09-08 21:30","43.01"
"2018-09-08 21:45","42.12"
"2018-09-08 22:00","43.73"
"2018-09-08 22:15","43.68"
"2018-09-08 22:30","42.12"
"2018-09-08 22:45","42.02"
"2018-09-08 23:00","41.73"
"2018-09-08 23:15","42.95"
"2018-09-08 23:30","42.08"
"2018-09-08 23:45","41.32"
"2018-09-09 00:00","43.32"
"2018-09-09 00:15","42.83"
"2018-09-09 00:30","43.49"
"2018-09-09 00:45","40.68"
"2018-09-09 01:00","40.23"
"2018-09-09 01:15","39.57"
"2018-09-09 01:30","40.92"
"2018-09-09 01:45","39.68"
"2018-09-09 02:00","39.11"
"2018-09-09 02:15","39.74"
"2018-09-09 02:30","39.62"
"2018-09-09 02:45","40.57"
"2018-09-09 03:00","39.49"
"2018-09-09 03:15","40.21"
"2018-09-09 03:30","40.0"
"2018-09-09 03:45","38.75"
"2018-09-09 04:00","39.79"
"2018-09-09 04:15","40.51"
"2018-09-09 04:30","39.63"
"2018-09-09 04:45","40.03"
"2018-09-09 05:00","40.39"
"2018-09-09 05:15","40.59"
"2018-09-09 05:30","39.85"
"2018-09-09 05:45","39.33"
"2018-09-09 06:00","40.31"
"2018-09-09 06:15","40.17"
"2018-09-09 06:30","40.34"
"2018-09-09 06:45","39.55"
"2018-09-09 07:00","40.04"
"2018-09-09 07:15","38.51"
"2018-09-09 07:30","36.61"
"2018-09-09 07:45","36.95"
"2018-09-09 08:00","36.74"
"2018-09-09 08:15","36.02"
"2018-09-09 08:30","36.11"
"2018-09-09 08:45","36.82"
"2018-09-09 09:00","38.31"
"2018-09-09 09:15","40.18"
"2018-09-09 09:30","38.42"
"2018-09-09 09:45","37.45"
"2018-09-09 10:00","36.83"
"2018-09-09 10:15","42.8"
"2018-09-09 10:30","42.04"
"2018-09-09 10:45","45.91"
"2018-09-09 11:00","44.52"
"2018-09-09 11:15","46.29"
"2018-09-09 11:30","50.37"
"2018-09-09 11:45","43.2"
"2018-09-09 12:00","44.3"
"2018-09-09 12:15","43.92"
"2018-09-09 12:30","48.72"
"2018-09-09 12:45","43.67"
"2018-09-09 13:00","47.1"
"2018-09-09 13:15","46.35"
"2018-09-09 13:30","47.98"
"2018-09-09 13:45","47.63"
"2018-09-09 14:00","45.59"
"2018-09-09 14:15","45.95"
"2018-09-09 14:30","48.02"
"2018-09-09 14:45","48.09"
"2018-09-09 15:00","49.88"
"2018-09-09 15:15","47.64"
"2018-09-09 15:30","51.81"
"2018-09-09 15:45","54.93"
"2018-09-09 16:00","47.21"
"2018-09-09 16:15","47.13"
"2018-09-09 16:30","43.76"
"2018-09-09 16:45","44.66"
"2018-09-09 17:00","45.81"
"2018-09-09 17:15","45.36"
"2018-09-09 17:30","45.28"
"2018-09-09 17:45","48.03"
"2018-09-09 18:00","44.56"
"2018-09-09 18:15","48.98"
"2018-09-09 18:30","46.63"
"2018-09-09 18:45","46.22"
"2018-09-09 19:00","44.69"
"2018-09-09 19:15","44.94"
"2018-09-09 19:30","44.33"
"2018-09-09 19:45","46.62"
"2018-09-09 20:00","45.25"
"2018-09-09 20:15","45.39"
"2018-09-09 20:30","46.47"
"2018-09-09 20:45","47.86"
"2018-09-09 21:00","48.18"
"2018-09-09 21:15","47.52"
"2018-09-09 21:30","46.18"
"2018-09-09 21:45","46.69"
"2018-09-09 22:00","45.82"
"2018-09-09 22:15","46.41"
"2018-09-09 22:30","46.46"
"2018-09-09 22:45","46.27"
"2018-09-09 23:00","45.84"
"2018-09-09 23:15","44.99"
"2018-09-09 23:30","46.38"
"2018-09-09 23:45","44.47"
"2018-09-10 00:00","44.59"
"2018-09-10 00:15","45.82"
"2018-09-10 00:30","46.79"
"2018-09-10 00:45","46.96"
"2018-09-10 01:00","45.31"
"2018-09-10 01:15","45.36"
"2018-09-10 01:30","45.9"
"2018-09-10 01:45","45.61"
"2018-09-10 02:00","45.75"
"2018-09-10 02:15","44.9"
"2018-09-10 02:30","44.98"
"2018-09-10 02:45","45.24"
"2018-09-10 03:00","45.63"
"2018-09-10 03:15","46.01"
"2018-09-10 03:30","46.79"
"2018-09-10 03:45","46.57"
"2018-09-10 04:00","45.58"
"2018-09-10 04:15","45.09"
"2018-09-10 04:30","47.86"
"2018-09-10 04:45","74.55"
"2018-09-10 05:00","108.9"
"2018-09-10 05:15","106.72"
"2018-09-10 05:30","107.54"
"2018-09-10 05:45","109.01"
"2018-09-10 06:00","115.82"
"2018-09-10 06:15","121.52"
"2018-09-10 06:30","138.43"
"2018-09-10 06:45","147.92"
"2018-09-10 07:00","149.5"
"2018-09-10 07:15","153.43"
"2018-09-10 07:30","159.6"
"2018-09-10 07:45","148.34"
"2018-09-10 08:00","141.06"
"2018-09-10 08:15","145.65"
"2018-09-10 08:30","145.92"
"2018-09-10 08:45","148.61"
"2018-09-10 09:00","147.07"
"2018-09-10 09:15","150.2"
"2018-09-10 09:30","153.1"
"2018-09-10 09:45","154.5"
"2018-09-10 10:00","163.53"
"2018-09-10 10:15","180.17"
"2018-09-10 10:30","173.64"
"2018-09-10 10:45","180.68"
"2018-09-10 11:00","177.41"
"2018-09-10 11:15","180.3"
"2018-09-10 11:30","185.13"
"2018-09-10 11:45","186.98"
"2018-09-10 12:00","189.41"
"2018-09-10 12:15","182.98"
"2018-09-10 12:30","184.46"
"2018-09-10 12:45","186.69"
"2018-09-10 13:00","186.26"
"2018-09-10 13:15","180.81"
"2018-09-10 13:30","186.32"
"2018-09-10 13:45","184.75"
"2018-09-10 14:00","176.69"
"2018-09-10 14:15","181.7"
"2018-09-10 14:30","182.51"
"2018-09-10 14:45","172.32"
"2018-09-10 15:00","181.53"
"2018-09-10 15:15","185.48"
"2018-09-10 15:30","172.85"
"2018-09-10 15:45","169.06"
"2018-09-10 16:00","168.99"
"2018-09-10 16:15","168.16"
"2018-09-10 16:30","161.62"
"2018-09-10 16:45","157.21"
"2018-09-10 17:00","158.02"
"2018-09-10 17:15","155.51"
"2018-09-10 17:30","156.51"
"2018-09-10 17:45","162.38"
"2018-09-10 18:00","163.81"
"2018-09-10 18:15","162.17"
"2018-09-10 18:30","163.98"
"2018-09-10 18:45","158.18"
"2018-09-10 19:00","146.8"
"2018-09-10 19:15","147.32"
"2018-09-10 19:30","159.99"
"2018-09-10 19:45","156.68"
"2018-09-10 20:00","157.24"
"2018-09-10 20:15","156.9"
"2018-09-10 20:30","150.65"
"2018-09-10 20:45","151.1"
"2018-09-10 21:00","145.46"
"2018-09-10 21:15","142.51"
"2018-09-10 21:30","140.82"
"2018-09-10 21:45","135.04"
"2018-09-10 22:00","128.85"
"2018-09-10 22:15","99.63"
"2018-09-10 22:30","86.75"
"2018-09-10 22:45","74.92"
"2018-09-10 23:00","62.62"
"2018-09-10 23:15","59.53"
"2018-09-10 23:30","57.92"
"2018-09-10 23:45","57.55"
"2018-09-11 00:00","57.21"
"2018-09-11 00:15","63.45"
"2018-09-11 00:30","58.1"
"2018-09-11 00:45","57.86"
"2018-09-11 01:00","61.42"
"2018-09-11 01:15","61.03"
"2018-09-11 01:30","57.64"
"2018-09-11 01:45","55.53"
"2018-09-11 02:00","56.61"
"2018-09-11 02:15","61.85"
"2018-09-11 02:30","56.97"
"2018-09-11 02:45","58.13"
"2018-09-11 03:00","57.39"
"2018-09-11 03:15","59.86"
"2018-09-11 03:30","58.99"
"2018-09-11 03:45","56.92"
"2018-09-11 04:00","54.33"
"2018-09-11 04:15","53.09"
"2018-09-11 04:30","58.6"
"2018-09-11 04:45","55.04"
"2018-09-11 05:00","65.17"
"2018-09-11 05:15","96.25"
"2018-09-11 05:30","108.39"
"2018-09-11 05:45","107.68"
"2018-09-11 06:00","110.91"
"2018-09-11 06:15","116.4"
"2018-09-11 06:30","131.78"
"2018-09-11 06:45","142.24"
"2018-09-11 07:00","154.49"
"2018-09-11 07:15","149.53"
"2018-09-11 07:30","151.75"
"2018-09-11 07:45","152.82"
"2018-09-11 08:00","153.61"
"2018-09-11 08:15","155.55"
"2018-09-11 08:30","167.16"
"2018-09-11 08:45","171.11"
"2018-09-11 09:00","173.71"
"2018-09-11 09:15","170.45"
"2018-09-11 09:30","174.08"
"2018-09-11 09:45","162.92"
"2018-09-11 10:00","157.07"
"2018-09-11 10:15","160.23"
"2018-09-11 10:30","166.03"
"2018-09-11 10:45","178.35"
"2018-09-11 11:00","178.23"
"2018-09-11 11:15","180.14"
"2018-09-11 11:30","174.17"
"2018-09-11 11:45","172.63"
"2018-09-11 12:00","182.45"
"2018-09-11 12:15","175.31"
"2018-09-11 12:30","174.9"
"2018-09-11 12:45","175.88"
"2018-09-11 13:00","168.05"
"2018-09-11 13:15","166.39"
"2018-09-11 13:30","163.25"
"2018-09-11 13:45","164.5"
"2018-09-11 14:00","160.56"
"2018-09-11 14:15","165.78"
"2018-09-11 14:30","156.68"
"2018-09-11 14:45","155.41"
"2018-09-11 15:00","160.2"
"2018-09-11 15:15","158.3"
"2018-09-11 15:30","147.27"
"2018-09-11 15:45","154.69"
"2018-09-11 16:00","151.94"
"2018-09-11 16:15","147.91"
"2018-09-11 16:30","146.91"
"2018-09-11 16:45","143.64"
"2018-09-11 17:00","142.74"
"2018-09-11 17:15","143.52"
"2018-09-11 17:30","145.08"
"2018-09-11 17:45","151.09"
"2018-09-11 18:00","152.03"
"2018-09-11 18:15","154.67"
"2018-09-11 18:30","164.17"
"2018-09-11 18:45","160.36"
"2018-09-11 19:00","170.76"
"2018-09-11 19:15","170.85"
"2018-09-11 19:30","165.84"
"2018-09-11 19:45","170.42"
"2018-09-11 20:00","171.38"
"2018-09-11 20:15","163.61"
"2018-09-11 20:30","150.6"
"2018-09-11 20:45","150.12"
"2018-09-11 21:00","154.6"
"2018-09-11 21:15","157.94"
"2018-09-11 21:30","147.64"
"2018-09-11 21:45","142.41"
"2018-09-11 22:00","132.78"
"2018-09-11 22:15","114.83"
"2018-09-11 22:30","89.93"
"2018-09-11 22:45","86.54"
"2018-09-11 23:00","76.58"
"2018-09-11 23:15","66.87"
"2018-09-11 23:30","62.98"
"2018-09-11 23:45","64.03"
"2018-09-12 00:00","61.81"
"2018-09-12 00:15","62.69"
"2018-09-12 00:30","63.72"
"2018-09-12 00:45","69.88"
"2018-09-12 01:00","68.92"
"2018-09-12 01:15","66.74"
"2018-09-12 01:30","60.44"
"2018-09-12 01:45","62.17"
"2018-09-12 02:00","63.9"
"2018-09-12 02:15","64.57"
"2018-09-12 02:30","68.02"
"2018-09-12 02:45","62.8"
"2018-09-12 03:00","63.67"
"2018-09-12 03:15","64.04"
"2018-09-12 03:30","64.51"
"2018-09-12 03:45","63.28"
"2018-09-12 04:00","66.9"
"2018-09-12 04:15","66.06"
"2018-09-12 04:30","68.32"
"2018-09-12 04:45","71.87"
"2018-09-12 05:00","117.41"
"2018-09-12 05:15","118.6"
"2018-09-12 05:30","122.18"
"2018-09-12 05:45","119.48"
"2018-09-12 06:00","125.92"
"2018-09-12 06:15","132.88"
"2018-09-12 06:30","146.41"
"2018-09-12 06:45","149.62"
"2018-09-12 07:00","156.9"
"2018-09-12 07:15","157.56"
"2018-09-12 07:30","159.16"
"2018-09-12 07:45","165.69"
"2018-09-12 08:00","170.59"
"2018-09-12 08:15","165.52"
"2018-09-12 08:30","135.15"
"2018-09-12 08:45","164.73"
"2018-09-12 09:00","171.7"
"2018-09-12 09:15","171.9"
"2018-09-12 09:30","162.33"
"2018-09-12 09:45","167.18"
"2018-09-12 10:00","173.7"
"2018-09-12 10:15","189.34"
"2018-09-12 10:30","185.23"
"2018-09-12 10:45","183.85"
"2018-09-12 11:00","182.55"
"2018-09-12 11:15","190.7"
"2018-09-12 11:30","187.71"
"2018-09-12 11:45","177.25"
"2018-09-12 12:00","194.87"
"2018-09-12 12:15","193.29"
"2018-09-12 12:30","192.26"
"2018-09-12 12:45","190.1"
"2018-09-12 13:00","190.55"
"2018-09-12 13:15","191.54"
"2018-09-12 13:30","191.02"
"2018-09-12 13:45","190.43"
"2018-09-12 14:00","192.63"
"2018-09-12 14:15","187.17"
"2018-09-12 14:30","187.31"
"2018-09-12 14:45","191.65"
"2018-09-12 15:00","193.47"
"2018-09-12 15:15","193.33"
"2018-09-12 15:30","194.22"
"2018-09-12 15:45","197.74"
"2018-09-12 16:00","198.17"
"2018-09-12 16:15","201.4"
"2018-09-12 16:30","204.27"
"2018-09-12 16:45","194.04"
"2018-09-12 17:00","195.62"
"2018-09-12 17:15","186.49"
"2018-09-12 17:30","185.81"
"2018-09-12 17:45","187.97"
"2018-09-12 18:00","172.09"
"2018-09-12 18:15","174.07"
"2018-09-12 18:30","178.39"
"2018-09-12 18:45","177.44"
"2018-09-12 19:00","181.2"
"2018-09-12 19:15","171.6"
"2018-09-12 19:30","169.1"
"2018-09-12 19:45","169.26"
"2018-09-12 20:00","165.15"
"2018-09-12 20:15","165.54"
"2018-09-12 20:30","166.85"
"2018-09-12 20:45","159.46"
"2018-09-12 21:00","167.09"
"2018-09-12 21:15","159.29"
"2018-09-12 21:30","161.12"
"2018-09-12 21:45","156.4"
"2018-09-12 22:00","127.74"
"2018-09-12 22:15","106.45"
"2018-09-12 22:30","109.18"
"2018-09-12 22:45","99.55"
"2018-09-12 23:00","75.83"
"2018-09-12 23:15","72.01"
"2018-09-12 23:30","71.03"
"2018-09-12 23:45","80.07"
"2018-09-13 00:00","75.2"
"2018-09-13 00:15","65.36"
"2018-09-13 00:30","62.18"
"2018-09-13 00:45","64.69"
"2018-09-13 01:00","68.68"
"2018-09-13 01:15","67.68"
"2018-09-13 01:30","64.96"
"2018-09-13 01:45","62.23"
"2018-09-13 02:00","63.01"
"2018-09-13 02:15","63.25"
"2018-09-13 02:30","59.42"
"2018-09-13 02:45","62.93"
"2018-09-13 03:00","67.06"
"2018-09-13 03:15","62.02"
"2018-09-13 03:30","61.25"
"2018-09-13 03:45","55.84"
"2018-09-13 04:00","62.59"
"2018-09-13 04:15","65.98"
"2018-09-13 04:30","66.08"
"2018-09-13 04:45","65.06"
"2018-09-13 05:00","64.06"
"2018-09-13 05:15","85.03"
"2018-09-13 05:30","88.5"
"2018-09-13 05:45","112.98"
"2018-09-13 06:00","119.11"
"2018-09-13 06:15","127.41"
"2018-09-13 06:30","138.99"
"2018-09-13 06:45","159.76"
"2018-09-13 07:00","169.4"
"2018-09-13 07:15","168.81"
"2018-09-13 07:30","164.66"
"2018-09-13 07:45","169.04"
"2018-09-13 08:00","166.25"
"2018-09-13 08:15","163.01"
"2018-09-13 08:30","172.61"
"2018-09-13 08:45","171.74"
"2018-09-13 09:00","175.22"
"2018-09-13 09:15","172.79"
"2018-09-13 09:30","171.41"
"2018-09-13 09:45","178.76"
"2018-09-13 10:00","172.52"
"2018-09-13 10:15","163.22"
"2018-09-13 10:30","171.76"
"2018-09-13 10:45","174.38"
"2018-09-13 11:00","175.29"
"2018-09-13 11:15","176.99"
"2018-09-13 11:30","182.88"
"2018-09-13 11:45","184.93"
"2018-09-13 12:00","190.6"
"2018-09-13 12:15","189.24"
"2018-09-13 12:30","188.65"
"2018-09-13 12:45","188.59"
"2018-09-13 13:00","192.09"
"2018-09-13 13:15","189.36"
"2018-09-13 13:30","191.41"
"2018-09-13 13:45","199.53"
"2018-09-13 14:00","189.77"
"2018-09-13 14:15","180.99"
"2018-09-13 14:30","189.35"
"2018-09-13 14:45","184.32"
"2018-09-13 15:00","189.85"
"2018-09-13 15:15","193.31"
"2018-09-13 15:30","189.41"
"2018-09-13 15:45","174.29"
"2018-09-13 16:00","171.31"
"2018-09-13 16:15","168.31"
"2018-09-13 16:30","173.39"
"2018-09-13 16:45","169.26"
"2018-09-13 17:00","171.59"
"2018-09-13 17:15","175.28"
"2018-09-13 17:30","180.89"
"2018-09-13 17:45","177.6"
"2018-09-13 18:00","180.78"
"2018-09-13 18:15","174.81"
"2018-09-13 18:30","179.65"
"2018-09-13 18:45","168.72"
"2018-09-13 19:00","171.06"
"2018-09-13 19:15","185.9"
"2018-09-13 19:30","173.73"
"2018-09-13 19:45","173.89"
"2018-09-13 20:00","162.37"
"2018-09-13 20:15","163.59"
"2018-09-13 20:30","162.51"
"2018-09-13 20:45","161.51"
"2018-09-13 21:00","156.6"
"2018-09-13 21:15","156.47"
"2018-09-13 21:30","147.71"
"2018-09-13 21:45","147.55"
"2018-09-13 22:00","146.7"
"2018-09-13 22:15","108.69"
"2018-09-13 22:30","96.54"
"2018-09-13 22:45","93.47"
"2018-09-13 23:00","83.32"
"2018-09-13 23:15","83.27"
"2018-09-13 23:30","82.42"
"2018-09-13 23:45","78.59"
"2018-09-14 00:00","77.76"
